OBJECTID,Crop2014,Acres,County,Comments,Source,Modified_B,Date_Data_,Last_Modif,DWR_Standa,GlobalID,Shape_Leng,Shape_Area,_count,_sum,_mean,_median,_stdev,_min,_max,_range,_minority,_majority,_variety,_variance
17892,Grapes,4.257077890000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{4097FA24-0834-4900-98D8-B213F9C3858E},594.768580345281180,17227.782985397770972,19,37,1.94736842105263,2,0.223296878269436,1,2,1,1,2,"2",0.049861495844875
18081,Citrus,4.667605850000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,C | CITRUS AND SUBTROPICAL,{105EEC3A-D389-4A5F-800A-C74C2395A197},750.656756699205744,18889.130726819079428,24,187,7.79166666666667,8,0.999131567356817,3,8,5,3,8,"2",0.99826388888889
18205,Almonds,76.143005619999997,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{9B060C8A-66CA-4A9F-9B6E-929C83025053},2401.934964635619963,308139.811304757196922,342,1720,5.02923976608187,6,2.02449011871084,2,7,5,5,7,"6",4.09856024075784
18209,Pistachios,49.522416229999997,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{B5168B45-A10F-43F2-A9CB-9E01C9283D1F},2086.852168000574693,200410.108179838629439,233,711,3.05150214592275,3,0.739394179136756,2,8,6,5,3,"6",0.546703752141317
18401,Pistachios,248.808438880000011,Fresno,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{0E3A5A58-3884-4832-8C0D-927E51C3059F},4513.374391962299342,1006892.028850157861598,1119,1483,1.32529043789097,1,0.499860821208071,1,4,3,4,1,"4",0.249860840578807
18483,Grapes,39.829377250000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{A12CAF04-9DC8-4268-8ED3-B8304D835636},2218.140360624019650,161183.771124690567376,179,466,2.60335195530726,3,0.592494908762586,2,7,5,7,3,"3",0.351050216909586
18490,Grapes,14.892974570000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{7EECCABB-B1DF-4C0A-8C83-7D67927AD6A0},1097.065452547753466,60269.729773338171071,69,138,2,2,0,2,2,0,2,2,"1",0
18527,Grapes,18.919323750000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{57D75472-2693-4247-BED1-08B161FF7981},1181.989742156817783,76563.786831751174759,86,422,4.90697674418605,5,2.11103362193679,2,7,5,2,7,"3",4.45646295294754
18795,Almonds,143.837868439999994,Fresno,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{8362BEB3-1EC4-4016-8C7E-80E71CB62B4A},3039.157474815559453,582091.201680838712491,648,3827,5.90586419753086,6,0.581687779582588,1,6,5,4,6,"6",0.338360672915722
18799,Alfalfa and Alfalfa Mixtures,35.978298129999999,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,P | PASTURE,{13519CD0-B768-4E52-9080-2A3AD5C51EBF},1647.768507361252887,145599.006853368162410,166,1151,6.93373493975904,7,0.366282894302658,3,7,4,3,7,"3",0.134163158658732
18928,Alfalfa and Alfalfa Mixtures,36.184792750000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,P | PASTURE,{FDFC8D86-1E16-4582-9B20-62DECDF0D709},1524.144294799001045,146434.660938454122515,169,1183,7,7,0,7,7,0,7,7,"1",0
18986,Grapes,18.495357660000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{9AE48243-CA1A-4E54-9523-A5F56900AF7F},1160.378136612917388,74848.056924241172965,91,440,4.83516483516483,7,2.2151513046516,2,7,5,2,7,"3",4.90689530249969
19030,Grapes,19.266132540000001,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{9AD73FF4-AB84-4878-9229-FF2FF5789D02},1186.912377900136107,77967.272199138649739,91,264,2.9010989010989,3,0.298529180378157,2,3,1,2,3,"2",0.089119671537254
19065,Citrus,16.480346930000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,C | CITRUS AND SUBTROPICAL,{DBEFDD1B-54E9-4115-AB48-1A32BB192DEE},1134.138371706389307,66693.597811978412210,72,500,6.94444444444444,7,0.468119431843132,3,7,4,3,7,"2",0.219135802469136
19255,Grapes,10.862381320000001,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{1424F8FE-D018-44E2-86F0-FD03E3AFD4D2},863.613926041273658,43958.497621718131995,49,97,1.97959183673469,2,0.141391902658684,1,2,1,1,2,"2",0.019991670137443
19268,Almonds,38.566997350000001,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{0448FF97-01C4-4E3F-9260-B72535E11622},1984.454616829454608,156075.100932918663602,165,975,5.90909090909091,7,1.78144708566049,3,7,4,3,7,"2",3.17355371900826
19297,Almonds,18.518229850000001,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{56A2DA08-29CE-4813-A7CB-E48B6342D9AD},1158.540344731719870,74940.617412667634198,83,467,5.62650602409639,7,1.94323567808079,2,7,5,4,7,"6",3.77616490056613
19606,Idle,23.081577920000001,Fresno,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,I | IDLE,{A5B3933E-5DCA-4055-8DE2-E932945F7DD4},1765.806667738759188,93407.831849497917574,108,562,5.2037037037037,6,1.55610660433672,1,6,5,1,6,"4",2.42146776406036
19631,Pistachios,38.613517420000001,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{BE226476-BC35-46DF-B83F-CEB55A951D19},1619.388748539842481,156263.360980724886758,182,375,2.06043956043956,2,0.238299433430785,2,3,1,3,2,"2",0.056786619973433
19662,Almonds,78.787323119999996,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{CA42E1A1-9A2D-4067-9FEE-CD36D077AFCB},2367.027732891370761,318840.984576698509045,350,1568,4.48,3,1.92825605887067,2,7,5,4,3,"6",3.71817142857145
19663,Idle,13.966932970000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,I | IDLE,{08F6EEC4-FD7F-4403-92C2-05593CF0096F},1065.261337060955611,56522.172408783393621,67,458,6.83582089552239,7,0.370438019283309,6,7,1,6,7,"2",0.137224326130541
19806,Grapes,12.307920350000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{DB1ACF76-0C36-4D13-B83C-36C8CF51BC9A},909.485159412118833,49808.386526945287187,55,164,2.98181818181818,3,0.863205634215943,2,7,5,7,3,"3",0.745123966942149
19927,Almonds,75.348548890000004,Fresno,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{1AD0940D-5D50-4D22-8C83-74406224AC86},2318.719234441367007,304924.758997148717754,343,950,2.76967930029154,2,1.21555115901544,1,6,5,1,2,"4",1.47756462018377
20007,Pistachios,78.338421010000005,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{326ACEB2-EFE2-469B-8828-B79204E027EC},2423.835939232817509,317024.342186937225051,361,2035,5.63711911357341,7,1.92911976243937,2,7,5,5,7,"4",3.72150305783414
20175,Pistachios,37.610296470000002,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{88F04051-4EB0-4C97-9740-4538348DC3E8},1555.823476927359707,152203.469828583300114,169,333,1.97041420118343,2,0.169441669387885,1,2,1,1,2,"2",0.028710479324953
20236,Citrus,39.278732280000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,C | CITRUS AND SUBTROPICAL,{FC7AE243-3B39-417D-B1ED-67D8D46AF1F1},1615.158785085098998,158955.389999803766841,178,1407,7.90449438202247,8,0.587206319111432,3,8,5,7,8,"4",0.344811261204396
20262,Almonds,37.158896140000003,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{6483AE3F-61B6-4F6B-A38F-47FC4CC8FCC9},1581.109924681540861,150376.717506572982529,168,497,2.95833333333333,3,0.199826313471362,2,3,1,2,3,"2",0.039930555555555
20330,Grapes,21.365231890000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{AC9B8739-8CCE-4FA5-A9BE-2138F17D9541},1225.936808875438146,86462.025892451842083,94,195,2.07446808510638,2,0.262531120835172,2,3,1,3,2,"2",0.068922589406971
20337,Wheat,21.540204299999999,Kings,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,G | GRAIN AND HAY CROPS,{CA4DE97C-E6C4-4C51-9A2C-2ACBD385A351},2749.515346888668319,87170.114108277499327,0.904715123420959,4.23967398042956,4.68619775515442,4.5,1.93445981455483,2,6,4,3,6,"3",3.7421347741275
20376,Grapes,18.635206040000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{3DA1CCF1-31F0-4597-8569-A20ED0E54FEE},1222.160464532931428,75414.003225514898077,86,175,2.03488372093023,2,0.183485277186738,2,3,1,3,2,"2",0.033666846944294
20471,Grapes,36.536878450000003,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{505EDFD0-1BF4-45C7-AC68-FA6D728FB696},1950.636648557067019,147859.501197997946292,163,347,2.12883435582822,2,0.352854082074808,1,3,2,1,2,"3",0.124506003236855
20657,Grapes,18.897043510000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{0365733E-6A90-4C7F-9A19-0616ED80E63D},1174.923181799740178,76473.621893761766842,78,162,2.07692307692308,2,0.266469355010597,2,3,1,3,2,"2",0.071005917159763
20661,Almonds,36.049499339999997,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{6F6726F6-ED7E-4050-87A9-5EED926D6CD8},1855.175728968553585,145887.147918237751583,157,456,2.90445859872611,3,0.29396129322839,2,3,1,2,3,"2",0.086413241916508
20778,Grapes,13.072891060000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{FBD2430E-25EA-4CB8-AD04-866D3101089B},932.435039234238502,52904.113153369107749,57,82,1.43859649122807,1,0.496215285043191,1,2,1,2,1,"2",0.246229609110496
20956,Citrus,2.249364040000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,C | CITRUS AND SUBTROPICAL,{AA348C87-03F4-4933-9BF3-F280B78F835D},527.022960289928506,9102.853313790406901,9,42,4.66666666666667,3,2.10818510677892,2,7,5,2,3,"3",4.44444444444444
21081,Grapes,18.823099570000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{6D790B1E-0061-46AB-BA3A-798F918FC612},1177.883586664077484,76174.381398532685125,85,166,1.95294117647059,2,0.211764705882353,1,2,1,1,2,"2",0.044844290657439
21263,Grapes,18.335271649999999,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{235A5C86-76CC-426D-AD5D-F3010B637EDE},1297.563644026950442,74200.211841600917978,86,232,2.69767441860465,3,0.45926552693329,2,3,1,2,3,"2",0.210924824229313
21282,Citrus,50.362509920000001,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,C | CITRUS AND SUBTROPICAL,{5FF58D3F-BF99-46E8-8AA0-9CB7D2F8E523},2303.570486744823029,203809.846734910650412,217,1731,7.97695852534562,8,0.338639134946986,3,8,5,3,8,"2",0.114676463717643
21485,Grapes,25.106861530000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{5EC0AFFB-CC85-4DD3-8891-662E8DC06D0B},1452.049619748772329,101603.863823993960978,107,749,7,7,0,7,7,0,7,7,"1",0
21492,Pistachios,49.508323560000001,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{50F84921-0A11-48DD-BF08-03B75595AD40},1848.044686143983199,200353.077165631810203,222,1104,4.97297297297297,3,2.44934063368288,2,8,6,4,3,"6",5.99926953981006
21494,Citrus,38.550915529999997,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,C | CITRUS AND SUBTROPICAL,{ACEE9DE3-01B8-4109-A57E-A0916B75F227},1610.252907036764327,156010.020106818643399,172,1341,7.79651162790698,8,0.402592665750325,7,8,1,7,8,"2",0.162080854515953
21633,Pistachios,78.801104510000002,Fresno,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{A43D3EA4-95E0-4B3A-8E89-D2DF1C6970AF},2393.032838159980201,318896.755882580997422,360,1064,2.95555555555556,3,1.09707804959974,2,6,4,5,3,"5",1.20358024691358
21682,Pistachios,57.202928450000002,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{1701BF3A-83DC-4C6B-BA99-26E564B8FBF3},1975.279386714129487,231492.038359840109479,260,1043,4.01153846153846,3,2.19874560795939,2,8,6,4,3,"7",4.83448224852072
21685,Pistachios,10.637534130000001,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{F9656682-81B0-42D9-B934-5D38E8CCBE22},831.771913031465715,43048.573300869873492,42,89,2.11904761904762,2,0.323844535922272,2,3,1,3,2,"2",0.104875283446712
21694,Grapes,12.065123130000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{0D5F34F9-8519-499B-B7FD-AEFE525A88AA},1012.378399480978601,48825.821027741891157,51,166,3.25490196078431,3,1.29619559851282,2,7,5,7,3,"5",1.680123029604
21712,Almonds,38.438352989999998,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{C930BA51-280C-4C79-8B55-60B4977F4C26},1972.769864798886374,155554.495676672755508,181,834,4.60773480662983,3,1.96818503384782,2,7,5,2,3,"3",3.87375232746254
21740,Grapes,26.547808470000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{402AF323-726D-426D-BD8F-7A151FADEAE3},1461.607926521751779,107435.169224583500181,119,235,1.97478991596639,2,0.203423839275802,1,3,2,3,2,"3",0.041381258385707
21776,Grapes,19.173296350000001,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{66679693-85D4-4124-B11C-FFB0713F10C4},1185.990751950774666,77591.577475456928369,85,169,1.98823529411765,2,0.107825310469549,1,2,1,1,2,"2",0.011626297577855
22144,Tomatoes,54.849690709999997,Fresno,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,T | TRUCK NURSERY AND BERRY CROPS,{395F09F6-73A2-4019-9D05-2CEFE4C48929},2132.834924737853726,221968.823125123162754,249,1488,5.97590361445783,6,0.267784467119192,3,6,3,3,6,"2",0.07170852083031
22177,Grapes,18.178304550000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{FB25D404-D7DE-41BE-98D9-355E14C8273F},1159.336330663771605,73564.988506081353989,89,195,2.19101123595506,2,0.819377737236159,2,7,5,4,2,"5",0.671379876278248
22268,Citrus,19.098079139999999,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,C | CITRUS AND SUBTROPICAL,{03773AE3-C1D9-4397-B332-AE376BF269CD},1203.235880058797648,77287.184228770158370,78,546,7,7,0,7,7,0,7,7,"1",0
22277,Alfalfa and Alfalfa Mixtures,37.781932920000003,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,P | PASTURE,{F86E68C9-BE8A-4709-BFE9-B5B0A09B733E},1556.686994081677312,152898.057879929838236,168,1176,7,7,0,7,7,0,7,7,"1",0
22325,Almonds,22.787655189999999,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{0A297E90-BD15-4BA0-A82F-A537903ECF45},1216.252048759069567,92218.368737862998387,85,242,2.84705882352941,3,0.359930789194786,2,3,1,2,3,"2",0.129550173010381
22612,Miscellaneous Deciduous,9.571450670000001,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{3C7E7093-9735-4FB2-AF72-5F2D162B9A4D},788.328191885525712,38734.286616965750000,49,116,2.36734693877551,2,1.08221008845411,2,7,5,3,2,"4",1.17117867555185
22738,Idle,9.772067570000001,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,I | IDLE,{0686FB2A-B8FB-4992-A85F-13A55EBD9D51},793.166453747983383,39546.154423851425236,49,221,4.51020408163265,3,1.86397040551517,2,7,5,4,3,"6",3.4743856726364
22744,Grapes,18.883673580000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{B035D023-D6BC-476F-900E-CCE307A35939},1177.207947515822525,76419.515710438368842,91,292,3.20879120879121,3,1.55143665087588,1,7,6,1,3,"4",2.40695568168096
22813,Grapes,15.448468600000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{69A3A296-B379-4041-AA61-48E0E976FE2A},1323.504843624295518,62517.734377028318704,68,366,5.38235294117647,7,2.07243400352386,2,7,5,2,7,"3",4.29498269896193
22944,Almonds,38.843348820000003,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{6CF3F5CB-F8EF-4CCE-9209-C68F2D6E3B0C},1586.358977373301059,157193.455645859008655,175,352,2.01142857142857,2,0.106291858501362,2,3,1,3,2,"2",0.011297959183673
22961,Idle,8.418360059999999,Fresno,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,I | IDLE,{7A07276E-ED36-4B10-A0BD-EC2797C3B8B1},715.811078851371121,34067.894484031210595,38,159,4.18421052631579,4,1.18887968400805,2,6,4,2,3,"5",1.41343490304709
23050,Miscellaneous Grain and Hay,38.633898080000002,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,G | GRAIN AND HAY CROPS,{413F43F6-0723-4B31-80A9-76A764488D5F},1551.280166361166948,156345.838587597943842,178,1246,7,7,0,7,7,0,7,7,"1",0
23052,Almonds,37.113946759999997,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{B5A49896-3A03-4977-B397-CC0001B62CF8},1958.385621210351701,150194.813815569650615,162,570,3.51851851851852,3,1.34358201090497,3,7,4,7,3,"2",1.80521262002744
23092,Grapes,18.988267170000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{71FA89AE-8BEB-4E80-8675-E9D66676F68D},1792.760471760014752,76842.790927798894700,81,299,3.69135802469136,3,1.83681134947134,2,7,5,6,3,"6",3.37387593354671
23280,Grapes,39.708289059999998,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{B717F260-22F9-4EE0-8F82-099C29713BE2},1994.485811493920664,160693.744617023621686,184,1203,6.53804347826087,7,1.25917005027158,2,7,5,3,7,"6",1.58550921550092
23660,Grapes,9.174805570000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{3ED72C8B-9E5F-45CC-86A2-39C270D0C447},770.802522930927239,37129.120851270236017,42,90,2.14285714285714,2,0.349927106111883,2,3,1,3,2,"2",0.122448979591837
23719,Miscellaneous Deciduous,17.242343970000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{8C4420DD-7A98-47DD-8C6D-4E1DDA8F1246},1138.075422667959629,69777.290419590106467,78,254,3.25641025641026,2,1.90435329514124,2,7,5,5,2,"6",3.62656147271532
23821,Grapes,8.800112029999999,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{0A9BC6B8-7EA6-41E8-9358-274A7329E695},751.905502196860880,35612.789899103750940,42,82,1.95238095238095,2,0.21295885499998,1,2,1,1,2,"2",0.045351473922902
24058,Wheat,154.750223510000012,Fresno,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,G | GRAIN AND HAY CROPS,{09BB410C-9094-41EB-BC9C-2151D009D1FE},3139.220609483933458,626251.935868890839629,702,704,1.002849002849,1,0.053299962774558,1,2,1,2,1,"2",0.002840886031769
24112,Tomatoes,24.765778539999999,Fresno,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,T | TRUCK NURSERY AND BERRY CROPS,{0DABBB77-2FCC-4265-9C83-4ABE1E0BE925},1293.808214656601876,100223.549950786473346,112,568,5.07142857142857,6,1.46820034222103,1,6,5,1,6,"6",2.15561224489796
24126,Citrus,9.371226920000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,C | CITRUS AND SUBTROPICAL,{A119AB4D-60A5-4E6F-8E5F-3093E7D48C6F},774.298656113912671,37924.009848415451415,42,292,6.95238095238095,7,0.304910677972993,5,7,2,5,7,"2",0.09297052154195
24242,Almonds,37.786707530000001,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{C62B5AE6-3EE1-40FB-B4FD-29E896B49776},1997.493904350475759,152917.380059204180725,158,492,3.11392405063291,3,0.702389083493929,2,7,5,4,3,"6",0.493350424611441
24266,Almonds,33.575930010000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{43BC3CA9-9D02-47C2-A6D9-44D0DF6591BC},1979.138248826435529,135876.968001597822877,166,589,3.54819277108434,3,1.70596836407503,2,8,6,6,3,"7",2.91032805922485
24351,Almonds,22.269491570000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{16DA7674-ED26-4968-8ACC-E78BCBA561F5},1311.563353298696711,90121.434972500879667,104,350,3.36538461538461,3,1.30131362851671,2,8,6,6,3,"7",1.69341715976331
24446,Grapes,61.821433440000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{AB572415-E84B-47C6-8E06-2A44DCD3DE0D},2338.974715448844563,250182.464945524319774,272,532,1.95588235294118,2,0.267550079392064,1,3,2,3,2,"3",0.0715830449827
24568,Almonds,13.995274300000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{43367341-44D3-49E5-8DB9-1F41EBB81027},1031.415617315957206,56636.865671991945419,66,202,3.06060606060606,3,0.919136417460794,2,8,6,8,3,"3",0.844811753902663
24633,Almonds,70.623245330000003,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{7AE23B0B-C235-476D-B38B-C5B0E66613DC},2238.054767147875737,285802.133937506005168,312,624,2,2,0.080064076902544,1,3,2,1,2,"3",0.006410256410256
24695,Idle,18.793645049999999,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,I | IDLE,{12FB245C-7762-4675-A190-AFE9D69508CB},1171.948461704636202,76055.183170385076664,78,546,7,7,0,7,7,0,7,7,"1",0
24738,Grapes,9.481209399999999,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{A918E399-B11F-484B-AB72-7201F4185DC9},783.698348570936560,38369.093149622451165,42,85,2.02380952380952,2,0.152455338986496,2,3,1,3,2,"2",0.023242630385488
24879,Almonds,151.008396890000000,Fresno,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{795432FE-BF76-48EC-BC9A-6C841610400B},3110.617239541639265,611109.300809792242944,674,713,1.05786350148368,1,0.341803827859015,1,6,5,6,1,"5",0.116829856739075
24998,Citrus,36.920434960000001,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,C | CITRUS AND SUBTROPICAL,{253BF993-534D-4B2D-902D-35BFD9F795BA},1573.323179145284257,149411.699320452549728,171,1177,6.88304093567251,7,0.610152021673565,3,7,4,4,7,"5",0.372285489552339
25036,Grapes,2.151625450000000,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,V | VINEYARD,{D54C559D-C491-49CE-8B97-EEF9B949E017},428.882826712206793,8707.319278218932595,11,26,2.36363636363636,2,0.481045692920835,2,3,1,3,2,"2",0.231404958677686
25040,Almonds,38.374746010000003,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{4B787D69-DF35-4638-AADC-5AF9A155DF6F},1550.972918036377678,155297.087348366592778,169,485,2.8698224852071,3,0.336498632144687,2,3,1,2,3,"2",0.113231329435245
25066,Almonds,75.978281949999996,Kern,,"Land IQ, LLC",Zhongwu Wang,"July, 2014",2017/05/07 00:00:00.000,D | DECIDUOUS FRUITS AND NUTS,{1DB2FAFF-9B78-402E-A625-3DB956631B4F},2375.918559929792536,307473.198267672327347,340,1358,3.99411764705882,3,1.7573277133311,2,7,5,6,3,"6",3.08820069204153
